id_turma;discente;id_curso;media_final;numero_total_faltas;descricao
57583776;f47ace7fbb22012f488f24b9a2593db9;92127264;6.70;6;APROVADO POR NOTA
57583776;f47ace7fbb22012f488f24b9a2593db9;92127264;6.70;6;APROVADO POR NOTA
57583776;f47ace7fbb22012f488f24b9a2593db9;92127264;6.70;6;APROVADO POR NOTA
57583782;511d0df6f55de7f9c4818636b1535e02;92127264;8.80;0;APROVADO
57583782;511d0df6f55de7f9c4818636b1535e02;92127264;8.80;0;APROVADO
57583782;511d0df6f55de7f9c4818636b1535e02;92127264;8.80;0;APROVADO
57583782;a9d3d9e221caf3b0839aca61fb8ca41b;92127264;8.40;0;APROVADO
57583782;a9d3d9e221caf3b0839aca61fb8ca41b;92127264;8.40;0;APROVADO
57583782;a9d3d9e221caf3b0839aca61fb8ca41b;92127264;8.40;0;APROVADO
57583802;3b2b067e27cf0281368481fea387d1db;92127264;;;EXCLUIDA
57584235;b49b8b207a2d4bf9b21a01b73a0cdb29;92127264;;;INDEFERIDO
57584287;130fa18e7cbe30c714f98937cf94abab;92127264;5.80;2;APROVADO POR NOTA
57584287;130fa18e7cbe30c714f98937cf94abab;92127264;5.80;2;APROVADO POR NOTA
57584287;130fa18e7cbe30c714f98937cf94abab;92127264;5.80;2;APROVADO POR NOTA
57584287;2c1e1a949e4bc66a9eb67c8e3ed1101e;92127264;8.30;8;APROVADO
57584287;2c1e1a949e4bc66a9eb67c8e3ed1101e;92127264;8.30;8;APROVADO
57584287;2c1e1a949e4bc66a9eb67c8e3ed1101e;92127264;8.30;8;APROVADO
57584287;511d0df6f55de7f9c4818636b1535e02;92127264;;;DESISTENCIA
57584287;9442e29605d14cf9859069926ce70e2e;92127264;6.00;8;APROVADO POR NOTA
57584287;9442e29605d14cf9859069926ce70e2e;92127264;6.00;8;APROVADO POR NOTA
57584287;9442e29605d14cf9859069926ce70e2e;92127264;6.00;8;APROVADO POR NOTA
57584287;b06b391213ef9e3897598dec729ae710;92127264;;;DESISTENCIA
57584287;d0cd7ef9faef18c55e6262b416d731e3;92127264;0.00;34;REPROVADO POR MÉDIA E POR FALTAS
57584287;d0cd7ef9faef18c55e6262b416d731e3;92127264;0.00;34;REPROVADO POR MÉDIA E POR FALTAS
57584287;d0cd7ef9faef18c55e6262b416d731e3;92127264;0.00;34;REPROVADO POR MÉDIA E POR FALTAS
57584287;ea17eadf62b6bbae68db4e596f7a7818;92127264;0.70;30;REPROVADO POR MÉDIA E POR FALTAS
57584287;ea17eadf62b6bbae68db4e596f7a7818;92127264;0.70;30;REPROVADO POR MÉDIA E POR FALTAS
57584287;ea17eadf62b6bbae68db4e596f7a7818;92127264;0.70;30;REPROVADO POR MÉDIA E POR FALTAS
57584288;04db5ca11d1ed89498b4eb811dbebe1f;92127264;9.40;8;APROVADO
57584288;04db5ca11d1ed89498b4eb811dbebe1f;92127264;9.40;8;APROVADO
57584288;04db5ca11d1ed89498b4eb811dbebe1f;92127264;9.40;8;APROVADO
57584288;1cf471ff89fa2e38a2400f5c1afdfb9b;92127264;;;DESISTENCIA
57584288;26f01fd04f5b620248135bd79c00ab4d;92127264;5.00;8;CANCELADO
57584288;26f01fd04f5b620248135bd79c00ab4d;92127264;5.00;8;CANCELADO
57584288;26f01fd04f5b620248135bd79c00ab4d;92127264;5.00;8;CANCELADO
57584288;6b0ae8718676e253c4ca61cc35f4a1e4;92127264;;0;CANCELADO
57584288;6b0ae8718676e253c4ca61cc35f4a1e4;92127264;;0;CANCELADO
57584288;6b0ae8718676e253c4ca61cc35f4a1e4;92127264;;0;CANCELADO
57584310;25d2bd21cd76c59793f8a006c03cf6b9;92127264;7.90;4;APROVADO
57584310;25d2bd21cd76c59793f8a006c03cf6b9;92127264;7.90;4;APROVADO
57584310;25d2bd21cd76c59793f8a006c03cf6b9;92127264;7.90;4;APROVADO
57584478;cb9da9e190b42ad22dea7f31955a025f;92127264;;;INDEFERIDO
57584522;cb9da9e190b42ad22dea7f31955a025f;92127264;;;INDEFERIDO
57584575;5e00d1e6f59bcd87426d99fd4204d107;92127264;;;INDEFERIDO
57584610;8336cceaf3e6275f4bd0611280702f1e;92127264;;;TRANCADO
57584610;8336cceaf3e6275f4bd0611280702f1e;92127264;;;TRANCADO
57584610;8336cceaf3e6275f4bd0611280702f1e;92127264;;;TRANCADO
57584610;d2c9f722ac5b1c844e7e193715f223c3;92127264;;;TRANCADO
57584808;35e2507cc2ed396f7078879369b27286;92127264;8.30;8;APROVADO
57584808;35e2507cc2ed396f7078879369b27286;92127264;8.30;8;APROVADO
57584808;35e2507cc2ed396f7078879369b27286;92127264;8.30;8;APROVADO
57584808;45297f9972a868e60425c12ae4f3f143;92127264;0.60;38;REPROVADO POR MÉDIA E POR FALTAS
57584808;45297f9972a868e60425c12ae4f3f143;92127264;0.60;38;REPROVADO POR MÉDIA E POR FALTAS
57584808;45297f9972a868e60425c12ae4f3f143;92127264;0.60;38;REPROVADO POR MÉDIA E POR FALTAS
57584808;738ebc6d7bd6c58acd2364c0c262e500;92127264;6.20;8;APROVADO POR NOTA
57584808;738ebc6d7bd6c58acd2364c0c262e500;92127264;6.20;8;APROVADO POR NOTA
57584808;738ebc6d7bd6c58acd2364c0c262e500;92127264;6.20;8;APROVADO POR NOTA
57584808;9684b8e9ace5dcd5c4c29bf4f21d2185;92127264;5.50;16;APROVADO POR NOTA
57584808;9684b8e9ace5dcd5c4c29bf4f21d2185;92127264;5.50;16;APROVADO POR NOTA
57584808;9684b8e9ace5dcd5c4c29bf4f21d2185;92127264;5.50;16;APROVADO POR NOTA
57584808;a0a89fb407d12afefeb585fbd0232e80;92127264;5.90;8;APROVADO POR NOTA
57584808;a0a89fb407d12afefeb585fbd0232e80;92127264;5.90;8;APROVADO POR NOTA
57584808;a0a89fb407d12afefeb585fbd0232e80;92127264;5.90;8;APROVADO POR NOTA
57584812;b0e148daf401068c1b47be520d5bb181;92127264;1.50;17;REPROVADO
57584812;b0e148daf401068c1b47be520d5bb181;92127264;1.50;17;REPROVADO
57584812;b0e148daf401068c1b47be520d5bb181;92127264;1.50;17;REPROVADO
57584812;b1ea701b23a1c2dfc895ecf5a1bd4d9b;92127264;;;TRANCADO
57584812;b1ea701b23a1c2dfc895ecf5a1bd4d9b;92127264;;;TRANCADO
57584812;b1ea701b23a1c2dfc895ecf5a1bd4d9b;92127264;;;TRANCADO
57584813;480a730ca3e8657e4d203f06d6baaae1;92127264;7.80;10;APROVADO
57584813;480a730ca3e8657e4d203f06d6baaae1;92127264;7.80;10;APROVADO
57584813;480a730ca3e8657e4d203f06d6baaae1;92127264;7.80;10;APROVADO
57584813;81b3bf9f2b3b99b358a853e77c69d338;92127264;8.10;16;APROVADO
57584813;81b3bf9f2b3b99b358a853e77c69d338;92127264;8.10;16;APROVADO
57584813;81b3bf9f2b3b99b358a853e77c69d338;92127264;8.10;16;APROVADO
57585037;00451143ff85cced810a59ae7dcc61e6;92127264;7.40;0;APROVADO
57585037;00451143ff85cced810a59ae7dcc61e6;92127264;7.40;0;APROVADO
57585037;00451143ff85cced810a59ae7dcc61e6;92127264;7.40;0;APROVADO
57585039;77a188e6ffe37c8c56916b5669cc1fa8;92127264;6.50;0;APROVADO POR NOTA
57585039;77a188e6ffe37c8c56916b5669cc1fa8;92127264;6.50;0;APROVADO POR NOTA
57585039;77a188e6ffe37c8c56916b5669cc1fa8;92127264;6.50;0;APROVADO POR NOTA
57585039;97f43e2dc31d79073af85501a0e41c46;92127264;1.30;0;REPROVADO
57585039;97f43e2dc31d79073af85501a0e41c46;92127264;1.30;0;REPROVADO
57585039;97f43e2dc31d79073af85501a0e41c46;92127264;1.30;0;REPROVADO
57585039;b9cc628293a174538ea7495da29d59df;92127264;;;DESISTENCIA
57585040;1084bfe76dd5ef9187ef67922d26e66a;92127264;6.50;0;APROVADO POR NOTA
57585040;1084bfe76dd5ef9187ef67922d26e66a;92127264;6.50;0;APROVADO POR NOTA
57585040;1084bfe76dd5ef9187ef67922d26e66a;92127264;6.50;0;APROVADO POR NOTA
57585040;aad31258ef0f8e30cd3d4eea691a6c18;92127264;5.00;0;APROVADO POR NOTA
57585040;aad31258ef0f8e30cd3d4eea691a6c18;92127264;5.00;0;APROVADO POR NOTA
57585040;aad31258ef0f8e30cd3d4eea691a6c18;92127264;5.00;0;APROVADO POR NOTA
57585040;b78957e87af0d1f30b901b13eb44a2eb;92127264;2.30;4;REPROVADO
57585040;b78957e87af0d1f30b901b13eb44a2eb;92127264;2.30;4;REPROVADO
57585040;b78957e87af0d1f30b901b13eb44a2eb;92127264;2.30;4;REPROVADO
57585040;f28e052d0580964522fc2df687450a3d;92127264;9.50;2;APROVADO
57585040;f28e052d0580964522fc2df687450a3d;92127264;9.50;2;APROVADO
57585040;f28e052d0580964522fc2df687450a3d;92127264;9.50;2;APROVADO
57585042;c1eb33600b39680017365449468fab9f;92127264;6.20;0;APROVADO POR NOTA
57585042;c1eb33600b39680017365449468fab9f;92127264;6.20;0;APROVADO POR NOTA
57585042;c1eb33600b39680017365449468fab9f;92127264;6.20;0;APROVADO POR NOTA
57585054;00451143ff85cced810a59ae7dcc61e6;92127264;0.00;8;REPROVADO
57585054;00451143ff85cced810a59ae7dcc61e6;92127264;0.00;8;REPROVADO
57585054;00451143ff85cced810a59ae7dcc61e6;92127264;0.00;8;REPROVADO
57585054;02624974f8aa2d53b945ceb2b4eec0dd;92127264;7.40;12;APROVADO
57585054;02624974f8aa2d53b945ceb2b4eec0dd;92127264;7.40;12;APROVADO
57585054;02624974f8aa2d53b945ceb2b4eec0dd;92127264;7.40;12;APROVADO
57585054;029cd139e1d2b7aea7df5bbc68fa07ff;92127264;6.50;12;APROVADO POR NOTA
57585054;029cd139e1d2b7aea7df5bbc68fa07ff;92127264;6.50;12;APROVADO POR NOTA
57585054;029cd139e1d2b7aea7df5bbc68fa07ff;92127264;6.50;12;APROVADO POR NOTA
57585054;1084bfe76dd5ef9187ef67922d26e66a;92127264;8.50;16;APROVADO
57585054;1084bfe76dd5ef9187ef67922d26e66a;92127264;8.50;16;APROVADO
57585054;1084bfe76dd5ef9187ef67922d26e66a;92127264;8.50;16;APROVADO
57585054;10e449bd1f9b4f668d87b03921b9acad;92127264;8.10;14;APROVADO
57585054;10e449bd1f9b4f668d87b03921b9acad;92127264;8.10;14;APROVADO
57585054;10e449bd1f9b4f668d87b03921b9acad;92127264;8.10;14;APROVADO
57585054;11ce638ad8a99119f42559a319c67b41;92127264;3.90;8;REPROVADO
57585054;11ce638ad8a99119f42559a319c67b41;92127264;3.90;8;REPROVADO
57585054;11ce638ad8a99119f42559a319c67b41;92127264;3.90;8;REPROVADO
57585054;27c5adb3b003e96f4171dfefe69835fe;92127264;8.30;16;APROVADO
57585054;27c5adb3b003e96f4171dfefe69835fe;92127264;8.30;16;APROVADO
57585054;27c5adb3b003e96f4171dfefe69835fe;92127264;8.30;16;APROVADO
57585054;3b84e1e0a470e04c55a386c9610837ef;92127264;5.40;14;APROVADO POR NOTA
57585054;3b84e1e0a470e04c55a386c9610837ef;92127264;5.40;14;APROVADO POR NOTA
57585054;3b84e1e0a470e04c55a386c9610837ef;92127264;5.40;14;APROVADO POR NOTA
57585054;3f262f8a7b11adc284750418506c7f94;92127264;;;CANCELADO
57585054;3f6f02a08ef821f48beda481a97f2900;92127264;5.60;16;APROVADO POR NOTA
57585054;3f6f02a08ef821f48beda481a97f2900;92127264;5.60;16;APROVADO POR NOTA
57585054;3f6f02a08ef821f48beda481a97f2900;92127264;5.60;16;APROVADO POR NOTA
57585054;43f0333c0ceb67c5e5fb58f15aec56e1;92127264;8.80;10;APROVADO
57585054;43f0333c0ceb67c5e5fb58f15aec56e1;92127264;8.80;10;APROVADO
57585054;43f0333c0ceb67c5e5fb58f15aec56e1;92127264;8.80;10;APROVADO
57585054;5a362b6c394f14f12a8867d0c0494641;92127264;8.40;4;APROVADO
57585054;5a362b6c394f14f12a8867d0c0494641;92127264;8.40;4;APROVADO
57585054;5a362b6c394f14f12a8867d0c0494641;92127264;8.40;4;APROVADO
57585054;5abb887c45addf95db6b9eb77c9970ef;92127264;8.90;8;APROVADO
57585054;5abb887c45addf95db6b9eb77c9970ef;92127264;8.90;8;APROVADO
57585054;5abb887c45addf95db6b9eb77c9970ef;92127264;8.90;8;APROVADO
57585054;6ccff599c7604c2a7111df16c64cec7f;92127264;2.80;12;REPROVADO
57585054;6ccff599c7604c2a7111df16c64cec7f;92127264;2.80;12;REPROVADO
57585054;6ccff599c7604c2a7111df16c64cec7f;92127264;2.80;12;REPROVADO
57585054;7a1b1853a420d06922811b998fb6264f;92127264;7.40;10;APROVADO
57585054;7a1b1853a420d06922811b998fb6264f;92127264;7.40;10;APROVADO
57585054;7a1b1853a420d06922811b998fb6264f;92127264;7.40;10;APROVADO
57585054;7f526a2061ee189867da31102097f91e;92127264;8.80;4;APROVADO
57585054;7f526a2061ee189867da31102097f91e;92127264;8.80;4;APROVADO
57585054;7f526a2061ee189867da31102097f91e;92127264;8.80;4;APROVADO
57585054;8704f185e8ae317c72ea205b466f1845;92127264;6.70;16;REPROVADO POR NOTA
57585054;8704f185e8ae317c72ea205b466f1845;92127264;6.70;16;REPROVADO POR NOTA
57585054;8704f185e8ae317c72ea205b466f1845;92127264;6.70;16;REPROVADO POR NOTA
57585054;88790547343038856c4dba8ee1a3bbe6;92127264;;;TRANCADO
57585054;8dca625c4aeef2641364d784bcef00c5;92127264;8.10;8;APROVADO
57585054;8dca625c4aeef2641364d784bcef00c5;92127264;8.10;8;APROVADO
57585054;8dca625c4aeef2641364d784bcef00c5;92127264;8.10;8;APROVADO
57585054;8f05e8b42b1b78495761199759d2a6a5;92127264;;;TRANCADO
57585054;8f1e25c53680d4d2ecfd4d6be7f4f4f0;92127264;7.40;12;APROVADO
57585054;8f1e25c53680d4d2ecfd4d6be7f4f4f0;92127264;7.40;12;APROVADO
57585054;8f1e25c53680d4d2ecfd4d6be7f4f4f0;92127264;7.40;12;APROVADO
57585054;906fb61db8d4c543d4f9e8d746e250b0;92127264;8.70;2;APROVADO
57585054;906fb61db8d4c543d4f9e8d746e250b0;92127264;8.70;2;APROVADO
57585054;906fb61db8d4c543d4f9e8d746e250b0;92127264;8.70;2;APROVADO
57585054;9684b8e9ace5dcd5c4c29bf4f21d2185;92127264;4.40;16;REPROVADO
57585054;9684b8e9ace5dcd5c4c29bf4f21d2185;92127264;4.40;16;REPROVADO
57585054;9684b8e9ace5dcd5c4c29bf4f21d2185;92127264;4.40;16;REPROVADO
57585054;9d78bef9cf3602ea7e25f55cf79ae0db;92127264;7.90;6;APROVADO
57585054;9d78bef9cf3602ea7e25f55cf79ae0db;92127264;7.90;6;APROVADO
57585054;9d78bef9cf3602ea7e25f55cf79ae0db;92127264;7.90;6;APROVADO
57585054;9e23bf7be54e62a27cd40e83a4b8e854;92127264;7.80;12;APROVADO
57585054;9e23bf7be54e62a27cd40e83a4b8e854;92127264;7.80;12;APROVADO
57585054;9e23bf7be54e62a27cd40e83a4b8e854;92127264;7.80;12;APROVADO
57585054;a2b2ef559d7913f7f419197a1beb2e8c;92127264;7.70;16;APROVADO
57585054;a2b2ef559d7913f7f419197a1beb2e8c;92127264;7.70;16;APROVADO
57585054;a2b2ef559d7913f7f419197a1beb2e8c;92127264;7.70;16;APROVADO
57585054;aad31258ef0f8e30cd3d4eea691a6c18;92127264;1.00;26;REPROVADO POR MÉDIA E POR FALTAS
57585054;aad31258ef0f8e30cd3d4eea691a6c18;92127264;1.00;26;REPROVADO POR MÉDIA E POR FALTAS
57585054;aad31258ef0f8e30cd3d4eea691a6c18;92127264;1.00;26;REPROVADO POR MÉDIA E POR FALTAS
57585054;b0febe58ff9dea32f4c25d7cfe37920b;92127264;7.50;6;APROVADO
57585054;b0febe58ff9dea32f4c25d7cfe37920b;92127264;7.50;6;APROVADO
57585054;b0febe58ff9dea32f4c25d7cfe37920b;92127264;7.50;6;APROVADO
57585054;b78957e87af0d1f30b901b13eb44a2eb;92127264;5.40;16;REPROVADO POR NOTA
57585054;b78957e87af0d1f30b901b13eb44a2eb;92127264;5.40;16;REPROVADO POR NOTA
57585054;b78957e87af0d1f30b901b13eb44a2eb;92127264;5.40;16;REPROVADO POR NOTA
57585054;c64950466f754a7a5656d1968f33c8fc;92127264;7.90;12;APROVADO
57585054;c64950466f754a7a5656d1968f33c8fc;92127264;7.90;12;APROVADO
57585054;c64950466f754a7a5656d1968f33c8fc;92127264;7.90;12;APROVADO
57585054;d7d8b8da956d726a0c4b65a49a8dfffd;92127264;1.40;38;CANCELADO
57585054;d7d8b8da956d726a0c4b65a49a8dfffd;92127264;1.40;38;CANCELADO
57585054;d7d8b8da956d726a0c4b65a49a8dfffd;92127264;1.40;38;CANCELADO
57585054;e8276e72614c5828286b43d50704d1a0;92127264;0.00;40;REPROVADO POR MÉDIA E POR FALTAS
57585054;e8276e72614c5828286b43d50704d1a0;92127264;0.00;40;REPROVADO POR MÉDIA E POR FALTAS
57585054;e8276e72614c5828286b43d50704d1a0;92127264;0.00;40;REPROVADO POR MÉDIA E POR FALTAS
57585054;f28e052d0580964522fc2df687450a3d;92127264;9.50;2;APROVADO
57585054;f28e052d0580964522fc2df687450a3d;92127264;9.50;2;APROVADO
57585054;f28e052d0580964522fc2df687450a3d;92127264;9.50;2;APROVADO
57585054;fa59fcc35019ddcd80bc63a4b30192d0;92127264;8.70;6;APROVADO
57585054;fa59fcc35019ddcd80bc63a4b30192d0;92127264;8.70;6;APROVADO
57585054;fa59fcc35019ddcd80bc63a4b30192d0;92127264;8.70;6;APROVADO
57585055;45297f9972a868e60425c12ae4f3f143;92127264;;;TRANCADO
57585059;b06b391213ef9e3897598dec729ae710;92127264;8.70;8;APROVADO
57585059;b06b391213ef9e3897598dec729ae710;92127264;8.70;8;APROVADO
57585059;b06b391213ef9e3897598dec729ae710;92127264;8.70;8;APROVADO
57585383;7d6db9f655e9be38f58a9d4585a41398;92127264;9.20;2;APROVADO
57585383;7d6db9f655e9be38f58a9d4585a41398;92127264;9.20;2;APROVADO
57585383;7d6db9f655e9be38f58a9d4585a41398;92127264;9.20;2;APROVADO
57585413;63e07836275519b471d9ddbfb19b3ded;92127264;7.80;0;APROVADO
57585413;63e07836275519b471d9ddbfb19b3ded;92127264;7.80;0;APROVADO
57585413;63e07836275519b471d9ddbfb19b3ded;92127264;7.80;0;APROVADO
57585552;ee67c654a285629b1e24292c717dc9e5;92127264;8.80;6;APROVADO
57585552;ee67c654a285629b1e24292c717dc9e5;92127264;8.80;6;APROVADO
57585552;ee67c654a285629b1e24292c717dc9e5;92127264;8.80;6;APROVADO
57585695;3560cc362c6c185ef1e6dfccbd036210;92127264;7.60;0;APROVADO
57585695;3560cc362c6c185ef1e6dfccbd036210;92127264;7.60;0;APROVADO
57585695;3560cc362c6c185ef1e6dfccbd036210;92127264;7.60;0;APROVADO
57585695;7a6d117c4ccf035c3aa2599e4adb98a5;92127264;;;CANCELADO
57585702;b51d70b9b89669c237654ae4bce7138f;92127264;;;INDEFERIDO
57585705;5b0b8c744d1c86ca8d74f9fcf21721e5;92127264;;;INDEFERIDO
57585705;62cf40436cf4a656032bcc24c2eb6e2d;92127264;;0;TRANCADO
57585705;62cf40436cf4a656032bcc24c2eb6e2d;92127264;;0;TRANCADO
57585705;62cf40436cf4a656032bcc24c2eb6e2d;92127264;;0;TRANCADO
57585705;9557ec4fc71da30d5a5e58cd1d430a8a;92127264;;0;TRANCADO
57585705;9557ec4fc71da30d5a5e58cd1d430a8a;92127264;;0;TRANCADO
57585705;9557ec4fc71da30d5a5e58cd1d430a8a;92127264;;0;TRANCADO
57585705;96a166cd53ca036e53e968124eb70752;92127264;0.00;28;REPROVADO POR MÉDIA E POR FALTAS
57585705;96a166cd53ca036e53e968124eb70752;92127264;0.00;28;REPROVADO POR MÉDIA E POR FALTAS
57585705;96a166cd53ca036e53e968124eb70752;92127264;0.00;28;REPROVADO POR MÉDIA E POR FALTAS
57585705;96a166cd53ca036e53e968124eb70752;92127264;;;INDEFERIDO
57585705;b0e148daf401068c1b47be520d5bb181;92127264;5.70;0;APROVADO POR NOTA
57585705;b0e148daf401068c1b47be520d5bb181;92127264;5.70;0;APROVADO POR NOTA
57585705;b0e148daf401068c1b47be520d5bb181;92127264;5.70;0;APROVADO POR NOTA
57585705;bc17860cdb8c20f9811232cd9f459585;92127264;7.10;0;APROVADO
57585705;bc17860cdb8c20f9811232cd9f459585;92127264;7.10;0;APROVADO
57585705;bc17860cdb8c20f9811232cd9f459585;92127264;7.10;0;APROVADO
57585705;fb129cadc77a801c1a820ab4c52b26b9;92127264;;0;TRANCADO
57585705;fb129cadc77a801c1a820ab4c52b26b9;92127264;;0;TRANCADO
57585705;fb129cadc77a801c1a820ab4c52b26b9;92127264;;0;TRANCADO
57585707;06ea0294ba3439025e5e0ce371048585;92127264;8.30;0;APROVADO
57585707;06ea0294ba3439025e5e0ce371048585;92127264;8.30;0;APROVADO
57585707;06ea0294ba3439025e5e0ce371048585;92127264;8.30;0;APROVADO
57585707;2c1e1a949e4bc66a9eb67c8e3ed1101e;92127264;9.00;0;APROVADO
57585707;2c1e1a949e4bc66a9eb67c8e3ed1101e;92127264;9.00;0;APROVADO
57585707;2c1e1a949e4bc66a9eb67c8e3ed1101e;92127264;9.00;0;APROVADO
57585707;90fd8f9661825503d48dd6c93bb63419;92127264;1.00;26;REPROVADO POR MÉDIA E POR FALTAS
57585707;90fd8f9661825503d48dd6c93bb63419;92127264;1.00;26;REPROVADO POR MÉDIA E POR FALTAS
57585707;90fd8f9661825503d48dd6c93bb63419;92127264;1.00;26;REPROVADO POR MÉDIA E POR FALTAS
57585707;e151652b575a106ef07dea3d18596d36;92127264;;;INDEFERIDO
57585742;d77b331b0085b28681617e2fddb72afc;92127264;0.00;80;REPROVADO POR MÉDIA E POR FALTAS
57585742;d77b331b0085b28681617e2fddb72afc;92127264;0.00;80;REPROVADO POR MÉDIA E POR FALTAS
57585742;d77b331b0085b28681617e2fddb72afc;92127264;0.00;80;REPROVADO POR MÉDIA E POR FALTAS
57585777;b0f86d842b61525819f34d4d9a1c5dd9;92127264;5.70;6;APROVADO POR NOTA
57585777;b0f86d842b61525819f34d4d9a1c5dd9;92127264;5.70;6;APROVADO POR NOTA
57585806;9e23bf7be54e62a27cd40e83a4b8e854;92127264;;;INDEFERIDO
57585807;a9d5358e13241d1fc953196fa2983412;92127264;8.30;0;APROVADO
57585807;a9d5358e13241d1fc953196fa2983412;92127264;8.30;0;APROVADO
57585807;a9d5358e13241d1fc953196fa2983412;92127264;8.30;0;APROVADO
57585846;77a188e6ffe37c8c56916b5669cc1fa8;92127264;0.00;22;REPROVADO POR MÉDIA E POR FALTAS
57585846;77a188e6ffe37c8c56916b5669cc1fa8;92127264;0.00;22;REPROVADO POR MÉDIA E POR FALTAS
57585846;77a188e6ffe37c8c56916b5669cc1fa8;92127264;0.00;22;REPROVADO POR MÉDIA E POR FALTAS
57585847;8a7b533bdb6d32e09a5a2712312be0ea;92127264;0.10;0;REPROVADO
57585847;8a7b533bdb6d32e09a5a2712312be0ea;92127264;0.10;0;REPROVADO
57585847;8a7b533bdb6d32e09a5a2712312be0ea;92127264;0.10;0;REPROVADO
57585847;9f2893d97c3dc2cf63f5501959e73bed;92127264;;;TRANCADO
57586001;02880697d64d493a3c0651f1b71d0220;92127264;;;INDEFERIDO
57586007;d22a5d36f46120a9dab4b739e4848b17;92127264;1.10;44;REPROVADO POR MÉDIA E POR FALTAS
57586007;d22a5d36f46120a9dab4b739e4848b17;92127264;1.10;44;REPROVADO POR MÉDIA E POR FALTAS
57586007;d22a5d36f46120a9dab4b739e4848b17;92127264;1.10;44;REPROVADO POR MÉDIA E POR FALTAS
57586009;45297f9972a868e60425c12ae4f3f143;92127264;;;INDEFERIDO
57586019;d22a5d36f46120a9dab4b739e4848b17;92127264;0.90;8;REPROVADO
57586019;d22a5d36f46120a9dab4b739e4848b17;92127264;0.90;8;REPROVADO
57586019;d22a5d36f46120a9dab4b739e4848b17;92127264;0.90;8;REPROVADO
57586067;45297f9972a868e60425c12ae4f3f143;92127264;;;INDEFERIDO
57586083;0ddd2b2b75231d46cdacbcd0c5377be8;92127264;0.00;48;REPROVADO POR MÉDIA E POR FALTAS
57586083;0ddd2b2b75231d46cdacbcd0c5377be8;92127264;0.00;48;REPROVADO POR MÉDIA E POR FALTAS
57586083;0ddd2b2b75231d46cdacbcd0c5377be8;92127264;0.00;48;REPROVADO POR MÉDIA E POR FALTAS
57586088;0ddd2b2b75231d46cdacbcd0c5377be8;92127264;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57586088;0ddd2b2b75231d46cdacbcd0c5377be8;92127264;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57586088;0ddd2b2b75231d46cdacbcd0c5377be8;92127264;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57586097;63e07836275519b471d9ddbfb19b3ded;92127264;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57586097;63e07836275519b471d9ddbfb19b3ded;92127264;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57586097;63e07836275519b471d9ddbfb19b3ded;92127264;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57586125;fd0c76b59b7ee42c4443c044c4c00575;92127264;5.30;2;APROVADO POR NOTA
57586125;fd0c76b59b7ee42c4443c044c4c00575;92127264;5.30;2;APROVADO POR NOTA
57586125;fd0c76b59b7ee42c4443c044c4c00575;92127264;5.30;2;APROVADO POR NOTA
57586177;08afbd5ff2fdb57dac550ff7aa318919;92127264;0.60;26;REPROVADO POR MÉDIA E POR FALTAS
57586177;08afbd5ff2fdb57dac550ff7aa318919;92127264;0.60;26;REPROVADO POR MÉDIA E POR FALTAS
57586177;08afbd5ff2fdb57dac550ff7aa318919;92127264;0.60;26;REPROVADO POR MÉDIA E POR FALTAS
57586177;10f364021bcfa52715a7741418e797bc;92127264;;;TRANCADO
57586177;38ceb42ec7122ddfb2dcf670bf47be08;92127264;0.70;54;REPROVADO POR MÉDIA E POR FALTAS
57586177;38ceb42ec7122ddfb2dcf670bf47be08;92127264;0.70;54;REPROVADO POR MÉDIA E POR FALTAS
57586177;38ceb42ec7122ddfb2dcf670bf47be08;92127264;0.70;54;REPROVADO POR MÉDIA E POR FALTAS
57586177;43d1599597afbfed9686ba29bbe77507;92127264;0.70;14;CANCELADO
57586177;43d1599597afbfed9686ba29bbe77507;92127264;0.70;14;CANCELADO
57586177;43d1599597afbfed9686ba29bbe77507;92127264;0.70;14;CANCELADO
57586177;49e244d659ef8254b2a6015b3b15936e;92127264;0.00;40;REPROVADO POR MÉDIA E POR FALTAS
57586177;49e244d659ef8254b2a6015b3b15936e;92127264;0.00;40;REPROVADO POR MÉDIA E POR FALTAS
57586177;49e244d659ef8254b2a6015b3b15936e;92127264;0.00;40;REPROVADO POR MÉDIA E POR FALTAS
57586177;4e6ba21f267f58a5673ed53b55ce4093;92127264;;0;CANCELADO
57586177;4e6ba21f267f58a5673ed53b55ce4093;92127264;;0;CANCELADO
57586177;4e6ba21f267f58a5673ed53b55ce4093;92127264;;0;CANCELADO
57586177;52575c6e0954fa8ff0b0eccdd54e56fc;92127264;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57586177;52575c6e0954fa8ff0b0eccdd54e56fc;92127264;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57586177;52575c6e0954fa8ff0b0eccdd54e56fc;92127264;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57586177;665100eb5bacac5c89aff67cf93923b8;92127264;1.40;8;CANCELADO
57586177;665100eb5bacac5c89aff67cf93923b8;92127264;1.40;8;CANCELADO
