id_turma;discente;media_final;numero_total_faltas;descricao
57593760;11611a414a1234325c7863e8d0783dc8;1.50;34;REPROVADO POR MÉDIA E POR FALTAS
57593760;11611a414a1234325c7863e8d0783dc8;1.50;34;REPROVADO POR MÉDIA E POR FALTAS
57593760;11611a414a1234325c7863e8d0783dc8;1.50;34;REPROVADO POR MÉDIA E POR FALTAS
57593760;4de6e82d76b2b3292f9c62603efadb95;0.90;26;REPROVADO POR MÉDIA E POR FALTAS
57593760;4de6e82d76b2b3292f9c62603efadb95;0.90;26;REPROVADO POR MÉDIA E POR FALTAS
57593760;4de6e82d76b2b3292f9c62603efadb95;0.90;26;REPROVADO POR MÉDIA E POR FALTAS
57593760;53890acbe28162acd131b308656482fc;0.20;42;REPROVADO POR MÉDIA E POR FALTAS
57593760;53890acbe28162acd131b308656482fc;0.20;42;REPROVADO POR MÉDIA E POR FALTAS
57593760;53890acbe28162acd131b308656482fc;0.20;42;REPROVADO POR MÉDIA E POR FALTAS
57593760;7a1b1853a420d06922811b998fb6264f;5.00;6;APROVADO POR NOTA
57593760;7a1b1853a420d06922811b998fb6264f;5.00;6;APROVADO POR NOTA
57593760;7a1b1853a420d06922811b998fb6264f;5.00;6;APROVADO POR NOTA
57593760;8102794fe244cb2c997b3a4bde2fbd15;0.60;46;REPROVADO POR MÉDIA E POR FALTAS
57593760;8102794fe244cb2c997b3a4bde2fbd15;0.60;46;REPROVADO POR MÉDIA E POR FALTAS
57593760;8102794fe244cb2c997b3a4bde2fbd15;0.60;46;REPROVADO POR MÉDIA E POR FALTAS
57593762;410ce328226d331bcc23d4fe15784c06;;;CANCELADO
57593762;c1eb33600b39680017365449468fab9f;5.80;12;APROVADO POR NOTA
57593762;c1eb33600b39680017365449468fab9f;5.80;12;APROVADO POR NOTA
57593762;c1eb33600b39680017365449468fab9f;5.80;12;APROVADO POR NOTA
57593864;abaac7a4a42d03417f81b1455442607a;;;INDEFERIDO
57593864;ac15394f332cd690a1f81161dddf8620;;;INDEFERIDO
57593865;38daca88c4babca4ae3ff8940e06c32a;9.60;0;APROVADO
57593865;38daca88c4babca4ae3ff8940e06c32a;9.60;0;APROVADO
57593865;38daca88c4babca4ae3ff8940e06c32a;9.60;0;APROVADO
57593865;48bda966ddad288bba1f680237cdef70;8.00;0;APROVADO
57593865;48bda966ddad288bba1f680237cdef70;8.00;0;APROVADO
57593865;48bda966ddad288bba1f680237cdef70;8.00;0;APROVADO
57593865;617302e28daaf9ab54aaae256040ba3f;5.00;0;APROVADO POR NOTA
57593865;617302e28daaf9ab54aaae256040ba3f;5.00;0;APROVADO POR NOTA
57593865;617302e28daaf9ab54aaae256040ba3f;5.00;0;APROVADO POR NOTA
57593865;8e0fe67e7758328f385c2a251f5b3c34;5.40;0;APROVADO POR NOTA
57593865;8e0fe67e7758328f385c2a251f5b3c34;5.40;0;APROVADO POR NOTA
57593865;8e0fe67e7758328f385c2a251f5b3c34;5.40;0;APROVADO POR NOTA
57593865;ee67c654a285629b1e24292c717dc9e5;6.50;0;APROVADO POR NOTA
