id_turma;discente;media_final;numero_total_faltas;descricao
57573481;d73cc8c4494f18e76e499d1742a97c7b;;;INDEFERIDO
57573483;520429428d98dac9b5c94168677d77bd;;;INDEFERIDO
57573483;990a6d5b8c374d5302e2716f022cf495;;;INDEFERIDO
57573485;8de95809ef9c53e736774eb810decea9;;;INDEFERIDO
57573485;d22a5d36f46120a9dab4b739e4848b17;;;INDEFERIDO
57573486;b0e148daf401068c1b47be520d5bb181;0.40;0;REPROVADO
57573486;b0e148daf401068c1b47be520d5bb181;0.40;0;REPROVADO
57573486;b0e148daf401068c1b47be520d5bb181;0.40;0;REPROVADO
57573488;b51d70b9b89669c237654ae4bce7138f;4.20;2;CANCELADO
57573488;b51d70b9b89669c237654ae4bce7138f;4.20;2;CANCELADO
57573488;b51d70b9b89669c237654ae4bce7138f;4.20;2;CANCELADO
57573522;d22a5d36f46120a9dab4b739e4848b17;;;INDEFERIDO
57573524;d22a5d36f46120a9dab4b739e4848b17;;;INDEFERIDO
57573665;768519e21c9db3641c7c0d26e55d5574;;;DESISTENCIA
57573665;b0e148daf401068c1b47be520d5bb181;;;DESISTENCIA
57573676;9e23bf7be54e62a27cd40e83a4b8e854;9.00;0;APROVADO
57573676;9e23bf7be54e62a27cd40e83a4b8e854;9.00;0;APROVADO
57573676;9e23bf7be54e62a27cd40e83a4b8e854;9.00;0;APROVADO
57573676;c64950466f754a7a5656d1968f33c8fc;9.20;0;APROVADO
57573676;c64950466f754a7a5656d1968f33c8fc;9.20;0;APROVADO
57573676;c64950466f754a7a5656d1968f33c8fc;9.20;0;APROVADO
57573678;b1ea701b23a1c2dfc895ecf5a1bd4d9b;0.00;66;CANCELADO
57573678;b1ea701b23a1c2dfc895ecf5a1bd4d9b;0.00;66;CANCELADO
57573678;b1ea701b23a1c2dfc895ecf5a1bd4d9b;0.00;66;CANCELADO
57573678;deef0a878b7ac3d6e642ed295a0e739e;7.60;14;APROVADO
57573678;deef0a878b7ac3d6e642ed295a0e739e;7.60;14;APROVADO
57573678;deef0a878b7ac3d6e642ed295a0e739e;7.60;14;APROVADO
57573810;d22a5d36f46120a9dab4b739e4848b17;;;INDEFERIDO
57573932;6c8d30c4a61c51f98bbfcbb7ea751362;;;INDEFERIDO
57573944;06efc18f80e78fadb2e507e467725e73;;;TRANCADO
57573944;1084bfe76dd5ef9187ef67922d26e66a;6.50;4;APROVADO POR NOTA
57573944;1084bfe76dd5ef9187ef67922d26e66a;6.50;4;APROVADO POR NOTA
57573944;26ea315f34d7ab18e0b0df9bbc6b55c8;7.00;5;APROVADO
57573944;26ea315f34d7ab18e0b0df9bbc6b55c8;7.00;5;APROVADO
57573944;2849447e693afb0816767beb8dc0a942;7.10;12;APROVADO
57573944;2849447e693afb0816767beb8dc0a942;7.10;12;APROVADO
57573944;38daca88c4babca4ae3ff8940e06c32a;7.20;5;APROVADO
57573944;38daca88c4babca4ae3ff8940e06c32a;7.20;5;APROVADO
57573944;410ce328226d331bcc23d4fe15784c06;;;TRANCADO
57573944;48bda966ddad288bba1f680237cdef70;7.50;5;APROVADO
57573944;48bda966ddad288bba1f680237cdef70;7.50;5;APROVADO
57573944;49f2cf9cba9f712bc1ffeddd47b8907f;6.30;4;APROVADO POR NOTA
57573944;49f2cf9cba9f712bc1ffeddd47b8907f;6.30;4;APROVADO POR NOTA
57573944;4fb0d102a6ce0ddb9837f9bae921ebba;0.00;53;CANCELADO
57573944;4fb0d102a6ce0ddb9837f9bae921ebba;0.00;53;CANCELADO
57573944;570cb04eb23871dd7b2eae6244b79378;0.00;72;REPROVADO POR MÉDIA E POR FALTAS
57573944;570cb04eb23871dd7b2eae6244b79378;0.00;72;REPROVADO POR MÉDIA E POR FALTAS
57573944;5eb88ee80e43d756f1b6c46c3452de52;5.50;26;APROVADO POR NOTA
57573944;5eb88ee80e43d756f1b6c46c3452de52;5.50;26;APROVADO POR NOTA
57573944;617c2e34e148a00577d0efeda6edd8ec;2.00;17;CANCELADO
57573944;617c2e34e148a00577d0efeda6edd8ec;2.00;17;CANCELADO
57573944;69d022c2924a232b8a0ca9e0ac7da317;7.30;17;APROVADO
57573944;69d022c2924a232b8a0ca9e0ac7da317;7.30;17;APROVADO
57573944;736b02f7e21fadd7be4b5e2c8e3220cc;7.70;4;APROVADO
57573944;736b02f7e21fadd7be4b5e2c8e3220cc;7.70;4;APROVADO
57573944;768519e21c9db3641c7c0d26e55d5574;7.70;4;APROVADO
57573944;768519e21c9db3641c7c0d26e55d5574;7.70;4;APROVADO
57573944;9c57bdb46f6361e82f72a395800fc231;7.10;0;APROVADO
57573944;9c57bdb46f6361e82f72a395800fc231;7.10;0;APROVADO
57573944;a2b5339caf4ea54ef4c904f25feb89ef;6.70;12;APROVADO POR NOTA
57573944;a2b5339caf4ea54ef4c904f25feb89ef;6.70;12;APROVADO POR NOTA
57573944;a3cf3edfcf45eacfd14182a3ca1a6a64;;;DESISTENCIA
57573944;b37ad79d4d3c65cfe3d232b9b462f128;6.40;4;APROVADO POR NOTA
57573944;b37ad79d4d3c65cfe3d232b9b462f128;6.40;4;APROVADO POR NOTA
57573944;baf6c06a77f8436a2f1c068be8c7f854;6.30;6;APROVADO POR NOTA
57573944;baf6c06a77f8436a2f1c068be8c7f854;6.30;6;APROVADO POR NOTA
57573944;d9767f5a6e88adb4e6b065ca12a93c62;7.10;1;APROVADO
57573944;d9767f5a6e88adb4e6b065ca12a93c62;7.10;1;APROVADO
57573944;f23e5fa8c16da3a0b77a4ed738182750;7.00;8;APROVADO
57573944;f23e5fa8c16da3a0b77a4ed738182750;7.00;8;APROVADO
57573945;e75d4fcd5a6fd3e42374707f8d3b5c74;;;INDEFERIDO
57574020;6c8d30c4a61c51f98bbfcbb7ea751362;;;INDEFERIDO
57574036;94f27183387ba163815ccb077b676073;;;TRANCADO
57574036;94f27183387ba163815ccb077b676073;;;TRANCADO
57574036;94f27183387ba163815ccb077b676073;;;TRANCADO
57574059;8488e52d4ca947f5504905cb261636ca;7.20;0;APROVADO
57574059;8488e52d4ca947f5504905cb261636ca;7.20;0;APROVADO
57574059;8488e52d4ca947f5504905cb261636ca;7.20;0;APROVADO
57574125;d22a5d36f46120a9dab4b739e4848b17;;;INDEFERIDO
57574273;2849447e693afb0816767beb8dc0a942;6.30;0;APROVADO POR NOTA
57574273;2849447e693afb0816767beb8dc0a942;6.30;0;APROVADO POR NOTA
57574273;2849447e693afb0816767beb8dc0a942;6.30;0;APROVADO POR NOTA
57574273;511d0df6f55de7f9c4818636b1535e02;;;DESISTENCIA
57574450;45297f9972a868e60425c12ae4f3f143;6.40;0;APROVADO POR NOTA
57574450;45297f9972a868e60425c12ae4f3f143;6.40;0;APROVADO POR NOTA
57574450;45297f9972a868e60425c12ae4f3f143;6.40;0;APROVADO POR NOTA
57574450;9684b8e9ace5dcd5c4c29bf4f21d2185;8.60;0;APROVADO
57574450;9684b8e9ace5dcd5c4c29bf4f21d2185;8.60;0;APROVADO
57574450;9684b8e9ace5dcd5c4c29bf4f21d2185;8.60;0;APROVADO
57574452;77a188e6ffe37c8c56916b5669cc1fa8;2.70;0;REPROVADO
57574452;77a188e6ffe37c8c56916b5669cc1fa8;2.70;0;REPROVADO
57574452;77a188e6ffe37c8c56916b5669cc1fa8;2.70;0;REPROVADO
57574452;906fb61db8d4c543d4f9e8d746e250b0;9.70;0;APROVADO
57574452;906fb61db8d4c543d4f9e8d746e250b0;9.70;0;APROVADO
57574452;906fb61db8d4c543d4f9e8d746e250b0;9.70;0;APROVADO
57574452;aad31258ef0f8e30cd3d4eea691a6c18;1.20;0;REPROVADO
57574452;aad31258ef0f8e30cd3d4eea691a6c18;1.20;0;REPROVADO
57574452;aad31258ef0f8e30cd3d4eea691a6c18;1.20;0;REPROVADO
57574452;c7f78ef4d6e39ad93441209267801600;6.70;0;APROVADO POR NOTA
57574452;c7f78ef4d6e39ad93441209267801600;6.70;0;APROVADO POR NOTA
57574452;c7f78ef4d6e39ad93441209267801600;6.70;0;APROVADO POR NOTA
57574452;d624069cd2691821d497421eae79b0bc;0.00;0;REPROVADO
57574452;d624069cd2691821d497421eae79b0bc;0.00;0;REPROVADO
57574452;d624069cd2691821d497421eae79b0bc;0.00;0;REPROVADO
57574460;81b3bf9f2b3b99b358a853e77c69d338;6.70;14;APROVADO POR NOTA
57574460;81b3bf9f2b3b99b358a853e77c69d338;6.70;14;APROVADO POR NOTA
57574460;81b3bf9f2b3b99b358a853e77c69d338;6.70;14;APROVADO POR NOTA
57574460;876c9810d6f4b25797d73c942f55764e;0.00;36;CANCELADO
57574460;876c9810d6f4b25797d73c942f55764e;0.00;36;CANCELADO
57574460;876c9810d6f4b25797d73c942f55764e;0.00;36;CANCELADO
57574462;ee67c654a285629b1e24292c717dc9e5;9.40;8;APROVADO
57574462;ee67c654a285629b1e24292c717dc9e5;9.40;8;APROVADO
57574462;ee67c654a285629b1e24292c717dc9e5;9.40;8;APROVADO
57574468;1286821dee33ad4c8c3048282848f6e5;8.70;0;APROVADO
57574468;1286821dee33ad4c8c3048282848f6e5;8.70;0;APROVADO
57574468;1286821dee33ad4c8c3048282848f6e5;8.70;0;APROVADO
57574521;b0e148daf401068c1b47be520d5bb181;;;INDEFERIDO
57574539;2bebbda0ca273a4be74009d7699de55f;6.50;0;APROVADO POR NOTA
57574539;2bebbda0ca273a4be74009d7699de55f;6.50;0;APROVADO POR NOTA
57574539;2bebbda0ca273a4be74009d7699de55f;6.50;0;APROVADO POR NOTA
57574539;bc2bc7b8d6d7550aeaf952fd146e716e;9.20;0;APROVADO
57574539;bc2bc7b8d6d7550aeaf952fd146e716e;9.20;0;APROVADO
57574539;bc2bc7b8d6d7550aeaf952fd146e716e;9.20;0;APROVADO
57574684;abaac7a4a42d03417f81b1455442607a;;;INDEFERIDO
57574795;a9d5358e13241d1fc953196fa2983412;;;INDEFERIDO
57574802;5a5d94d46b85d1bec85b6a0b0a0b826b;8.10;17;APROVADO
57574802;5a5d94d46b85d1bec85b6a0b0a0b826b;8.10;17;APROVADO
57574802;5a5d94d46b85d1bec85b6a0b0a0b826b;8.10;17;APROVADO
57574818;9f2893d97c3dc2cf63f5501959e73bed;6.70;8;APROVADO POR NOTA
57574818;9f2893d97c3dc2cf63f5501959e73bed;6.70;8;APROVADO POR NOTA
57574818;9f2893d97c3dc2cf63f5501959e73bed;6.70;8;APROVADO POR NOTA
57574841;2ce029b6fd0871dc31c569e6eaf6a278;;;INDEFERIDO
57574841;823c04f19b91bd6be7587b40ce160223;0.00;24;REPROVADO POR MÉDIA E POR FALTAS
57574841;823c04f19b91bd6be7587b40ce160223;0.00;24;REPROVADO POR MÉDIA E POR FALTAS
57574841;823c04f19b91bd6be7587b40ce160223;0.00;24;REPROVADO POR MÉDIA E POR FALTAS
57574841;934e88c3c9b5350160b13b623c2d340d;;;INDEFERIDO
57574841;bf3c0e6ae00be7d19d517863d1136efb;;;INDEFERIDO
57574841;cb8985e7e20a68f82f3229c857a2221c;;;INDEFERIDO
57574842;0fcd8195e102b6de8e1a5501e7d130a5;;;INDEFERIDO
57574842;184dc7f5abb4797ae17d8f43d2108b34;;;INDEFERIDO
57574842;9f2893d97c3dc2cf63f5501959e73bed;;;INDEFERIDO
57574842;ab6ebb084c9eb8a5889596424523e77d;;;INDEFERIDO
57574842;b49b8b207a2d4bf9b21a01b73a0cdb29;;;INDEFERIDO
57574842;c6e6b75a1e8fb3912dc281802313a782;;;INDEFERIDO
57574842;c889778b21ac2abebcccd62ff678f546;;;INDEFERIDO
57574842;dcb8f294bee8769bdfec88486911362f;;;INDEFERIDO
57574842;dd91e13bd82ebee8ef7105c552ec10e9;;;INDEFERIDO
57574879;d73cc8c4494f18e76e499d1742a97c7b;0.00;44;CANCELADO
57574879;d73cc8c4494f18e76e499d1742a97c7b;0.00;44;CANCELADO
57574879;d73cc8c4494f18e76e499d1742a97c7b;0.00;44;CANCELADO
57575090;178a14533e1aa728380a4a2ad795842a;7.50;16;APROVADO
57575090;178a14533e1aa728380a4a2ad795842a;7.50;16;APROVADO
57575090;178a14533e1aa728380a4a2ad795842a;7.50;16;APROVADO
57575108;178a14533e1aa728380a4a2ad795842a;7.00;0;APROVADO
57575108;178a14533e1aa728380a4a2ad795842a;7.00;0;APROVADO
57575108;178a14533e1aa728380a4a2ad795842a;7.00;0;APROVADO
57575197;7d7818081df3453ff670193d07c96732;7.50;0;APROVADO
57575197;7d7818081df3453ff670193d07c96732;7.50;0;APROVADO
57575197;7d7818081df3453ff670193d07c96732;7.50;0;APROVADO
57575203;334129f757f0dc0039f8b8ed9a818050;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57575203;334129f757f0dc0039f8b8ed9a818050;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57575203;334129f757f0dc0039f8b8ed9a818050;0.00;36;REPROVADO POR MÉDIA E POR FALTAS
57575203;34eaf88a79125d3c875b7201c8a7bad9;0.10;33;REPROVADO POR MÉDIA E POR FALTAS
57575203;34eaf88a79125d3c875b7201c8a7bad9;0.10;33;REPROVADO POR MÉDIA E POR FALTAS
57575203;34eaf88a79125d3c875b7201c8a7bad9;0.10;33;REPROVADO POR MÉDIA E POR FALTAS
57575203;a5020806aaa59d0d2b358191b77131f7;;10;CANCELADO
57575203;a5020806aaa59d0d2b358191b77131f7;;10;CANCELADO
57575203;a5020806aaa59d0d2b358191b77131f7;;10;CANCELADO
57575204;7f2fd9688308a85c2f1f88490cf3382d;;;DESISTENCIA
57575205;0e0595fa516d0c30274d615212d43adb;;;DESISTENCIA
57575205;184dc7f5abb4797ae17d8f43d2108b34;5.30;22;REPROVADO POR NOTA E FALTA
57575205;184dc7f5abb4797ae17d8f43d2108b34;5.30;22;REPROVADO POR NOTA E FALTA
57575205;184dc7f5abb4797ae17d8f43d2108b34;5.30;22;REPROVADO POR NOTA E FALTA
57575205;40846f2f09da1435f6eb303ce9d0d768;7.30;6;APROVADO
57575205;40846f2f09da1435f6eb303ce9d0d768;7.30;6;APROVADO
57575205;40846f2f09da1435f6eb303ce9d0d768;7.30;6;APROVADO
57575205;8adfd36bd28efb815197f6837af8b2b9;8.30;12;APROVADO
57575205;8adfd36bd28efb815197f6837af8b2b9;8.30;12;APROVADO
57575205;8adfd36bd28efb815197f6837af8b2b9;8.30;12;APROVADO
57575205;9aa51c3d254f37645b7a0f195ee4207e;;0;TRANCADO
57575205;9aa51c3d254f37645b7a0f195ee4207e;;0;TRANCADO
57575205;9aa51c3d254f37645b7a0f195ee4207e;;0;TRANCADO
57575205;9e1a702aae6242a8b9ac18d54aa19e24;8.70;8;APROVADO
57575205;9e1a702aae6242a8b9ac18d54aa19e24;8.70;8;APROVADO
57575205;9e1a702aae6242a8b9ac18d54aa19e24;8.70;8;APROVADO
57575205;a116b57e0577eceea56d80579d6976fb;;;INDEFERIDO
57575205;af65b0051467eb06384d34802be17b9b;;;DESISTENCIA
57575205;fae8cbf7721681e3d274a69e4e1bdcfe;6.30;16;APROVADO POR NOTA
57575205;fae8cbf7721681e3d274a69e4e1bdcfe;6.30;16;APROVADO POR NOTA
57575205;fae8cbf7721681e3d274a69e4e1bdcfe;6.30;16;APROVADO POR NOTA
57575206;1286821dee33ad4c8c3048282848f6e5;6.10;0;APROVADO POR NOTA
57575206;1286821dee33ad4c8c3048282848f6e5;6.10;0;APROVADO POR NOTA
57575206;1286821dee33ad4c8c3048282848f6e5;6.10;0;APROVADO POR NOTA
57575206;16bcf9f32c941fa63a6b0ae2cb03fdcf;5.90;0;APROVADO POR NOTA
57575206;16bcf9f32c941fa63a6b0ae2cb03fdcf;5.90;0;APROVADO POR NOTA
