id_turma;discente;media_final;numero_total_faltas;descricao
1239391;00d23d8801e80f5326f9409bc1edee9b;9.20;0;APROVADO
1239391;00d23d8801e80f5326f9409bc1edee9b;9.20;0;APROVADO
1239391;01520db6ce2ca85f5b119463328ccb93;8.80;0;APROVADO
1239391;01520db6ce2ca85f5b119463328ccb93;8.80;0;APROVADO
1239391;02624974f8aa2d53b945ceb2b4eec0dd;;;EXCLUIDA
1239391;06a87c0073e02180da9ced2644d15de9;;;CANCELADO
1239391;1084bfe76dd5ef9187ef67922d26e66a;9.70;0;APROVADO
1239391;1084bfe76dd5ef9187ef67922d26e66a;9.70;0;APROVADO
1239391;10e449bd1f9b4f668d87b03921b9acad;9.20;0;APROVADO
1239391;10e449bd1f9b4f668d87b03921b9acad;9.20;0;APROVADO
1239391;159926c5f19d6b9565385e9e16d6f438;;;EXCLUIDA
1239391;28685e2715ef5bd4ccd928220187c670;8.90;0;APROVADO
1239391;28685e2715ef5bd4ccd928220187c670;8.90;0;APROVADO
1239391;2b366f50d21194c4a826929a4e10ef35;9.30;0;APROVADO
1239391;2b366f50d21194c4a826929a4e10ef35;9.30;0;APROVADO
1239391;2e8fbcbafb4985ec387775a0466a76cd;8.80;0;APROVADO
1239391;2e8fbcbafb4985ec387775a0466a76cd;8.80;0;APROVADO
1239391;2fde8c5b27daf12da86b5be32263671f;;;CANCELADO
1239391;30d0cedb660531d7e84ad5a93c554d0f;;;DESISTENCIA
1239391;358725f41d4b62ed0a4f6afb54bc6109;9.60;0;APROVADO
1239391;358725f41d4b62ed0a4f6afb54bc6109;9.60;0;APROVADO
1239391;3b09923f48cffaf2f0774592678ffb73;;;EXCLUIDA
1239391;3b30d3da12ab2aac03ba0858e6c0dc02;9.70;0;APROVADO
1239391;3b30d3da12ab2aac03ba0858e6c0dc02;9.70;0;APROVADO
1239391;3c3b91849365208aee8ffcf3625fe09e;9.80;0;APROVADO
1239391;3c3b91849365208aee8ffcf3625fe09e;9.80;0;APROVADO
1239391;3f262f8a7b11adc284750418506c7f94;8.80;0;APROVADO
1239391;3f262f8a7b11adc284750418506c7f94;8.80;0;APROVADO
1239391;43d1599597afbfed9686ba29bbe77507;;;EXCLUIDA
1239391;43f0333c0ceb67c5e5fb58f15aec56e1;9.10;0;APROVADO
1239391;43f0333c0ceb67c5e5fb58f15aec56e1;9.10;0;APROVADO
1239391;4f6604e9e784dfcc5d63db809178681e;8.30;0;APROVADO
1239391;4f6604e9e784dfcc5d63db809178681e;8.30;0;APROVADO
1239391;4fb0d102a6ce0ddb9837f9bae921ebba;;;EXCLUIDA
1239391;547f11e870239f4b8b763869e8123fa7;;;DESISTENCIA
1239391;5a362b6c394f14f12a8867d0c0494641;9.60;0;APROVADO
1239391;5a362b6c394f14f12a8867d0c0494641;9.60;0;APROVADO
1239391;5abb887c45addf95db6b9eb77c9970ef;8.50;0;APROVADO
1239391;5abb887c45addf95db6b9eb77c9970ef;8.50;0;APROVADO
1239391;5f104921a4144c61381f27ed8566675b;8.80;0;APROVADO
1239391;5f104921a4144c61381f27ed8566675b;8.80;0;APROVADO
1239391;6008b2965ae4e0bc455b17b44f930bfa;;;EXCLUIDA
1239391;6175bb41ff32f3c576f591ead25109e7;9.20;0;APROVADO
1239391;6175bb41ff32f3c576f591ead25109e7;9.20;0;APROVADO
1239391;679c140c591149567fb371703ba24cef;9.00;0;APROVADO
1239391;679c140c591149567fb371703ba24cef;9.00;0;APROVADO
1239391;6d3bd1cc430fb7ed07bc6081aa6ada21;7.80;0;APROVADO
1239391;6d3bd1cc430fb7ed07bc6081aa6ada21;7.80;0;APROVADO
1239391;70ab5bf4ea48b0305dac34a3b6ca9a30;8.00;0;APROVADO
1239391;70ab5bf4ea48b0305dac34a3b6ca9a30;8.00;0;APROVADO
1239391;761f231943a37ff29272bc3b4020fe0d;;;DESISTENCIA
1239391;774568ed670a68e9c07da231310e3ab9;8.70;0;APROVADO
1239391;774568ed670a68e9c07da231310e3ab9;8.70;0;APROVADO
1239391;8b379f0c76fb7c008c9a2d15e566f156;6.90;0;APROVADO POR NOTA
1239391;8b379f0c76fb7c008c9a2d15e566f156;6.90;0;APROVADO POR NOTA
1239391;8cc613a1edbaeb06e2787b81d2280b14;8.40;0;APROVADO
1239391;8cc613a1edbaeb06e2787b81d2280b14;8.40;0;APROVADO
1239391;8f1e25c53680d4d2ecfd4d6be7f4f4f0;;;EXCLUIDA
1239391;8f9d6ebbc24bbd6510bd543a7d74b059;8.30;0;APROVADO
1239391;8f9d6ebbc24bbd6510bd543a7d74b059;8.30;0;APROVADO
1239391;9587f07b5bb20fc57f90e83d1b107a5b;7.50;0;APROVADO
1239391;9587f07b5bb20fc57f90e83d1b107a5b;7.50;0;APROVADO
1239391;9684b8e9ace5dcd5c4c29bf4f21d2185;9.30;0;APROVADO
1239391;9684b8e9ace5dcd5c4c29bf4f21d2185;9.30;0;APROVADO
1239391;9c8c21e07fb93342e39e3564779181cb;8.90;0;APROVADO
1239391;9c8c21e07fb93342e39e3564779181cb;8.90;0;APROVADO
1239391;9f9cb2c52de7733782ab559ac58fd464;8.90;0;APROVADO
1239391;9f9cb2c52de7733782ab559ac58fd464;8.90;0;APROVADO
1239391;a0a597672742f11324d64601528a0257;;;EXCLUIDA
1239391;a2b2ef559d7913f7f419197a1beb2e8c;9.20;0;APROVADO
1239391;a2b2ef559d7913f7f419197a1beb2e8c;9.20;0;APROVADO
1239391;a53c93d53375ae3983349f77b3ba958e;;;TRANCADO
1239391;a7f137d43e7d464f44e3c234ef986f70;9.10;0;APROVADO
1239391;a7f137d43e7d464f44e3c234ef986f70;9.10;0;APROVADO
1239391;a8e2e545c4b9385773d1fd98188f6f59;7.60;0;APROVADO
1239391;a8e2e545c4b9385773d1fd98188f6f59;7.60;0;APROVADO
1239391;ab15dcbada0be336744b49d29db3562b;0.00;0;REPROVADO
1239391;ab15dcbada0be336744b49d29db3562b;0.00;0;REPROVADO
1239391;abfc093cb30f2556e35d1f425cc981dd;;;CANCELADO
1239391;b0febe58ff9dea32f4c25d7cfe37920b;7.70;0;APROVADO
1239391;b0febe58ff9dea32f4c25d7cfe37920b;7.70;0;APROVADO
1239391;b41962dbdf2c399278387568c820ac90;9.40;0;APROVADO
1239391;b41962dbdf2c399278387568c820ac90;9.40;0;APROVADO
1239391;b554a7595a1fc91654a00f846c41dc6f;8.80;0;APROVADO
1239391;b554a7595a1fc91654a00f846c41dc6f;8.80;0;APROVADO
1239391;b78957e87af0d1f30b901b13eb44a2eb;9.70;0;APROVADO
1239391;b78957e87af0d1f30b901b13eb44a2eb;9.70;0;APROVADO
1239391;c4ecfa54d2066d83df1a9e8bacf6113b;8.90;0;APROVADO
1239391;c4ecfa54d2066d83df1a9e8bacf6113b;8.90;0;APROVADO
1239391;c7f78ef4d6e39ad93441209267801600;9.10;0;APROVADO
1239391;c7f78ef4d6e39ad93441209267801600;9.10;0;APROVADO
1239391;cb61f93d6145ddb7d4a4e28b7fe33225;8.90;0;APROVADO
1239391;cb61f93d6145ddb7d4a4e28b7fe33225;8.90;0;APROVADO
1239391;d26ea439ed2a5db2fe5c0a5e1a6dfc16;8.90;0;APROVADO
1239391;d26ea439ed2a5db2fe5c0a5e1a6dfc16;8.90;0;APROVADO
1239391;d8be9b11939c60ef800896b9f5dd29dd;8.70;0;APROVADO
1239391;d8be9b11939c60ef800896b9f5dd29dd;8.70;0;APROVADO
1239391;d8be9b11939c60ef800896b9f5dd29dd;;;DESISTENCIA
1239391;d8be9b11939c60ef800896b9f5dd29dd;;;INDEFERIDO
1239391;db5f6b6f8de71c14f9eac4b391749d64;9.00;0;APROVADO
1239391;db5f6b6f8de71c14f9eac4b391749d64;9.00;0;APROVADO
1239391;dc161e20bc0f55c1f1c1c9f234a9f2fa;7.30;0;APROVADO
1239391;dc161e20bc0f55c1f1c1c9f234a9f2fa;7.30;0;APROVADO
1239391;e2e8cb34768a92aa0b57dde7e6e4f4a5;8.70;0;APROVADO
1239391;e2e8cb34768a92aa0b57dde7e6e4f4a5;8.70;0;APROVADO
1239391;e53b28b055415073c4fcf1fdaac1e675;8.90;0;APROVADO
1239391;e53b28b055415073c4fcf1fdaac1e675;8.90;0;APROVADO
1239391;e6cdfc6ba7edb9e72e88b259112088c6;9.70;0;APROVADO
1239391;e6cdfc6ba7edb9e72e88b259112088c6;9.70;0;APROVADO
1239391;ee01661785b2af90f559ed136ed97acb;9.00;0;APROVADO
1239391;ee01661785b2af90f559ed136ed97acb;9.00;0;APROVADO
1239391;f28e052d0580964522fc2df687450a3d;9.60;0;APROVADO
1239391;f28e052d0580964522fc2df687450a3d;9.60;0;APROVADO
1239391;fa59fcc35019ddcd80bc63a4b30192d0;;;EXCLUIDA
1239391;fc396d0e3f0df70c8fc6253c46b25e6d;;;CANCELADO
1239391;fc5ca0acc129fed92da264e586691f1b;9.80;0;APROVADO
1239391;fc5ca0acc129fed92da264e586691f1b;9.80;0;APROVADO
1239391;fd3e47920988063d44319fa2c8d373da;8.30;0;APROVADO
1239391;fd3e47920988063d44319fa2c8d373da;8.30;0;APROVADO
1239392;00a56a43a43f736c64fb0efb32dd64b4;;;CANCELADO
1239392;01bec0a9416e21c139c4b5e8e4b00394;7.30;0;APROVADO
1239392;01bec0a9416e21c139c4b5e8e4b00394;7.30;0;APROVADO
1239392;09103485f6958bd68b0a8798abc04276;7.50;0;APROVADO
1239392;09103485f6958bd68b0a8798abc04276;7.50;0;APROVADO
1239392;0ffb4aa94f1a28fe82aaea216f863b44;5.90;0;APROVADO POR NOTA
1239392;0ffb4aa94f1a28fe82aaea216f863b44;5.90;0;APROVADO POR NOTA
1239392;1235a9301fcee8edf5d74e0f0f2df292;8.70;0;APROVADO
1239392;1235a9301fcee8edf5d74e0f0f2df292;8.70;0;APROVADO
1239392;178a14533e1aa728380a4a2ad795842a;8.40;0;APROVADO
1239392;178a14533e1aa728380a4a2ad795842a;8.40;0;APROVADO
1239392;184dc7f5abb4797ae17d8f43d2108b34;;;EXCLUIDA
1239392;23c3e6fe2285999433491924f662c872;8.90;0;APROVADO
1239392;23c3e6fe2285999433491924f662c872;8.90;0;APROVADO
1239392;2611cfc63edfc0980b1925fd819ec700;8.10;0;APROVADO
1239392;2611cfc63edfc0980b1925fd819ec700;8.10;0;APROVADO
1239392;263b538e5e0beb5b381cb30ac69e7856;8.10;0;APROVADO
1239392;263b538e5e0beb5b381cb30ac69e7856;8.10;0;APROVADO
