id_turma;codigo_turma;id_docente_interno;id_docente_externo;id_componente_curricular;nivel_ensino;ano;periodo;capacidade_aluno;tipo;qtd_aulas_lancadas;situacao_turma;modalidade_participantes
57593168;1;26652;;61150;TÉCNICO;2017;1;50;REGULAR;26;CONSOLIDADA;Presencial
57593169;2;21707;;61150;TÉCNICO;2017;1;50;REGULAR;34;CONSOLIDADA;Presencial
57593170;1;21707;;61152;TÉCNICO;2017;1;50;REGULAR;;EXCLUÍDA;Presencial
57593172;1;5752921;;18814;TÉCNICO;2017;1;30;REGULAR;;EXCLUÍDA;Presencial
57593173;1;5752917;;18773;TÉCNICO;2017;1;20;REGULAR;36;CONSOLIDADA;Presencial
57593174;1;23400;;18653;TÉCNICO;2017;1;3;REGULAR;57;CONSOLIDADA;Presencial
57593175;2;35466;;18653;TÉCNICO;2017;1;3;REGULAR;6;CONSOLIDADA;Presencial
57593176;3;23400;;18653;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593177;4;22886;;18653;TÉCNICO;2017;1;4;REGULAR;57;CONSOLIDADA;Presencial
57593178;1;22886;;18732;TÉCNICO;2017;1;3;REGULAR;18;CONSOLIDADA;Presencial
57593179;2;22886;;18732;TÉCNICO;2017;1;3;REGULAR;18;CONSOLIDADA;Presencial
57593180;3;23400;;18732;TÉCNICO;2017;1;3;REGULAR;57;CONSOLIDADA;Presencial
57593183;1;5752921;;2056053;TÉCNICO;2017;1;35;REGULAR;34;CONSOLIDADA;Presencial
57593185;1;22880;;18820;TÉCNICO;2017;1;6;REGULAR;70;CONSOLIDADA;Presencial
57593186;1;22880;;2055643;TÉCNICO;2017;1;7;REGULAR;;EXCLUÍDA;Presencial
57593187;1;22880;;2055503;TÉCNICO;2017;1;6;REGULAR;64;CONSOLIDADA;Presencial
57593188;1;22880;;43327;TÉCNICO;2017;1;6;REGULAR;28;CONSOLIDADA;Presencial
57593190;1;21705;;18720;TÉCNICO;2017;1;40;REGULAR;38;CONSOLIDADA;Presencial
57593191;1;5752179;;18760;TÉCNICO;2017;1;30;REGULAR;38;CONSOLIDADA;Presencial
57593192;2;5752179;;18760;TÉCNICO;2017;1;30;REGULAR;38;CONSOLIDADA;Presencial
57593193;1;21709;;18724;TÉCNICO;2017;1;20;REGULAR;;EXCLUÍDA;Presencial
57593194;2;21709;;18724;TÉCNICO;2017;1;20;REGULAR;;EXCLUÍDA;Presencial
57593195;3;21709;;18724;TÉCNICO;2017;1;20;REGULAR;;EXCLUÍDA;Presencial
57593196;4;21709;;18724;TÉCNICO;2017;1;20;REGULAR;;EXCLUÍDA;Presencial
57593199;1;5752179;;18721;TÉCNICO;2017;1;30;REGULAR;30;CONSOLIDADA;Presencial
57593200;1;23594;;18825;TÉCNICO;2017;1;7;REGULAR;36;CONSOLIDADA;Presencial
57593201;2;23594;;18825;TÉCNICO;2017;1;7;REGULAR;32;CONSOLIDADA;Presencial
57593202;1;21709;;18722;TÉCNICO;2017;1;30;REGULAR;40;CONSOLIDADA;Presencial
57593203;2;21709;;18722;TÉCNICO;2017;1;31;REGULAR;40;CONSOLIDADA;Presencial
57593210;1;5752878;;18812;TÉCNICO;2017;1;3;REGULAR;0;CONSOLIDADA;Presencial
57593211;2;5758240;;18812;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593212;3;5758240;;18812;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593213;4;5758240;;18812;TÉCNICO;2017;1;3;REGULAR;;EXCLUÍDA;Presencial
57593214;5;23477;;18812;TÉCNICO;2017;1;3;REGULAR;;EXCLUÍDA;Presencial
57593215;6;63717;;18812;TÉCNICO;2017;1;2;REGULAR;51;CONSOLIDADA;Presencial
57593216;7;63717;;18812;TÉCNICO;2017;1;2;REGULAR;48;CONSOLIDADA;Presencial
57593217;8;63717;;18812;TÉCNICO;2017;1;2;REGULAR;51;CONSOLIDADA;Presencial
57593219;9;21708;;18812;TÉCNICO;2017;1;3;REGULAR;57;CONSOLIDADA;Presencial
57593220;10;24189;;18812;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593221;11;5751599;;18812;TÉCNICO;2017;1;3;REGULAR;45;CONSOLIDADA;Presencial
57593222;12;5756964;;18812;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593223;13;22889;;18812;TÉCNICO;2017;1;3;REGULAR;57;CONSOLIDADA;Presencial
57593224;14;23014;;18812;TÉCNICO;2017;1;2;REGULAR;;EXCLUÍDA;Presencial
57593225;15;22886;;18812;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593226;16;5752936;;18812;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593227;17;5754083;;18812;TÉCNICO;2017;1;3;REGULAR;33;CONSOLIDADA;Presencial
57593228;18;5754083;;18812;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593229;19;24200;;18812;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593230;20;5759159;;18812;TÉCNICO;2017;1;3;REGULAR;0;CONSOLIDADA;Presencial
57593231;21;5759159;;18812;TÉCNICO;2017;1;4;REGULAR;0;CONSOLIDADA;Presencial
57593232;22;5757838;;18812;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593233;23;5752924;;18812;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593234;24;20909;;18812;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593234;24;;117564112;18812;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593235;25;21705;;18812;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593236;26;22876;;18812;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593237;27;3031587;;18812;TÉCNICO;2017;1;3;REGULAR;;EXCLUÍDA;Presencial
57593238;28;5757980;;18812;TÉCNICO;2017;1;3;REGULAR;45;CONSOLIDADA;Presencial
57593239;29;22876;;18812;TÉCNICO;2017;1;3;REGULAR;;EXCLUÍDA;Presencial
57593240;30;3031587;;18812;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593241;31;5753753;;18812;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593242;32;20909;;18812;TÉCNICO;2017;1;3;REGULAR;;EXCLUÍDA;Presencial
57593243;33;5753085;;18812;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593244;34;5752855;;18812;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593245;35;5751559;;18812;TÉCNICO;2017;1;3;REGULAR;;EXCLUÍDA;Presencial
57593246;36;5757838;;18812;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593247;1;22889;;18799;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593248;2;19101;;18799;TÉCNICO;2017;1;3;REGULAR;;EXCLUÍDA;Presencial
57593249;1;5758240;;18716;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593250;2;23477;;18716;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593251;3;21705;;18716;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593252;4;5754083;;18716;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593253;5;5754083;;18716;TÉCNICO;2017;1;3;REGULAR;45;CONSOLIDADA;Presencial
57593254;6;63717;;18716;TÉCNICO;2017;1;2;REGULAR;;EXCLUÍDA;Presencial
57593255;7;63717;;18716;TÉCNICO;2017;1;2;REGULAR;48;CONSOLIDADA;Presencial
57593277;8;5752878;;18716;TÉCNICO;2017;1;3;REGULAR;0;CONSOLIDADA;Presencial
57593278;9;5752921;;18716;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593279;10;21708;;18716;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593280;11;24189;;18716;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593281;12;5756964;;18716;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593282;13;5758777;;18716;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593283;14;22889;;18716;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593284;15;5753753;;18716;TÉCNICO;2017;1;3;REGULAR;32;CONSOLIDADA;Presencial
57593285;16;5752936;;18716;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593286;17;24200;;18716;TÉCNICO;2017;1;3;REGULAR;48;CONSOLIDADA;Presencial
57593287;18;5751745;;18716;TÉCNICO;2017;1;3;REGULAR;51;CONSOLIDADA;Presencial
57593288;19;5759159;;18716;TÉCNICO;2017;1;3;REGULAR;0;CONSOLIDADA;Presencial
57593289;20;5757838;;18716;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
57593290;21;5757838;;18716;TÉCNICO;2017;1;3;REGULAR;54;CONSOLIDADA;Presencial
