id_turma;codigo_turma;id_docente_interno;id_docente_externo;id_componente_curricular;nivel_ensino;ano;periodo;capacidade_aluno;tipo;qtd_aulas_lancadas;situacao_turma;modalidade_participantes
57583437;26;3031587;;18799;TÉCNICO;2016;2;3;REGULAR;48;CONSOLIDADA;Presencial
57583439;27;5757980;;18799;TÉCNICO;2016;2;3;REGULAR;57;CONSOLIDADA;Presencial
57583440;28;5752924;;18799;TÉCNICO;2016;2;3;REGULAR;;EXCLUÍDA;Presencial
57583441;29;5752936;;18799;TÉCNICO;2016;2;3;REGULAR;;EXCLUÍDA;Presencial
57583442;30;5753753;;18799;TÉCNICO;2016;2;3;REGULAR;;EXCLUÍDA;Presencial
57583443;31;19101;;18799;TÉCNICO;2016;2;3;REGULAR;;EXCLUÍDA;Presencial
57583444;32;24189;;18799;TÉCNICO;2016;2;3;REGULAR;54;CONSOLIDADA;Presencial
57583445;1;5754083;;18716;TÉCNICO;2016;2;3;REGULAR;48;CONSOLIDADA;Presencial
57583446;2;22876;;18716;TÉCNICO;2016;2;3;REGULAR;60;CONSOLIDADA;Presencial
57583447;3;22889;;18716;TÉCNICO;2016;2;3;REGULAR;51;CONSOLIDADA;Presencial
57583448;4;5752924;;18716;TÉCNICO;2016;2;3;REGULAR;48;CONSOLIDADA;Presencial
57583454;6;23477;;18831;TÉCNICO;2016;2;3;REGULAR;;EXCLUÍDA;Presencial
57583455;7;23014;;18831;TÉCNICO;2016;2;3;REGULAR;48;CONSOLIDADA;Presencial
57583456;8;22889;;18831;TÉCNICO;2016;2;3;REGULAR;54;CONSOLIDADA;Presencial
57583457;9;5752855;;18831;TÉCNICO;2016;2;3;REGULAR;57;CONSOLIDADA;Presencial
57583458;10;24200;;18831;TÉCNICO;2016;2;3;REGULAR;57;CONSOLIDADA;Presencial
57583459;11;3588457;;18831;TÉCNICO;2016;2;3;REGULAR;57;CONSOLIDADA;Presencial
57583460;12;5758628;;18831;TÉCNICO;2016;2;3;REGULAR;45;CONSOLIDADA;Presencial
57583461;13;21708;;18831;TÉCNICO;2016;2;3;REGULAR;;EXCLUÍDA;Presencial
57583462;14;5752936;;18831;TÉCNICO;2016;2;3;REGULAR;60;CONSOLIDADA;Presencial
57583464;15;22886;;18831;TÉCNICO;2016;2;3;REGULAR;57;CONSOLIDADA;Presencial
57583465;16;63717;;18831;TÉCNICO;2016;2;2;REGULAR;48;CONSOLIDADA;Presencial
57583466;17;63717;;18831;TÉCNICO;2016;2;2;REGULAR;39;CONSOLIDADA;Presencial
57583467;18;5751745;;18831;TÉCNICO;2016;2;3;REGULAR;51;CONSOLIDADA;Presencial
57583468;19;5757134;;18831;TÉCNICO;2016;2;3;REGULAR;0;CONSOLIDADA;Presencial
57583469;20;24189;;18831;TÉCNICO;2016;2;3;REGULAR;51;CONSOLIDADA;Presencial
57583470;21;24189;;18831;TÉCNICO;2016;2;3;REGULAR;51;CONSOLIDADA;Presencial
57583471;22;5757246;;18831;TÉCNICO;2016;2;3;REGULAR;;EXCLUÍDA;Presencial
57583472;23;5752885;;18831;TÉCNICO;2016;2;3;REGULAR;0;CONSOLIDADA;Presencial
57583473;24;5758240;;18831;TÉCNICO;2016;2;3;REGULAR;0;CONSOLIDADA;Presencial
57583473;24;5752885;;18831;TÉCNICO;2016;2;3;REGULAR;0;CONSOLIDADA;Presencial
57583475;25;3031587;;18831;TÉCNICO;2016;2;3;REGULAR;33;CONSOLIDADA;Presencial
57583478;26;22876;;18831;TÉCNICO;2016;2;3;REGULAR;60;CONSOLIDADA;Presencial
57583479;27;5752202;;18831;TÉCNICO;2016;2;3;REGULAR;;EXCLUÍDA;Presencial
57583480;28;5752202;;18831;TÉCNICO;2016;2;3;REGULAR;51;CONSOLIDADA;Presencial
57583481;29;5751599;;18831;TÉCNICO;2016;2;3;REGULAR;48;CONSOLIDADA;Presencial
57583482;30;5757980;;18831;TÉCNICO;2016;2;3;REGULAR;;EXCLUÍDA;Presencial
57583483;31;5751559;;18831;TÉCNICO;2016;2;3;REGULAR;;EXCLUÍDA;Presencial
57583484;32;5754083;;18831;TÉCNICO;2016;2;3;REGULAR;48;CONSOLIDADA;Presencial
57583485;33;5757838;;18831;TÉCNICO;2016;2;3;REGULAR;27;CONSOLIDADA;Presencial
57583486;34;5753085;;18831;TÉCNICO;2016;2;3;REGULAR;54;CONSOLIDADA;Presencial
57583487;35;3588457;;18831;TÉCNICO;2016;2;3;REGULAR;57;CONSOLIDADA;Presencial
57583488;36;19101;;18831;TÉCNICO;2016;2;3;REGULAR;3;CONSOLIDADA;Presencial
57583489;37;20909;;18831;TÉCNICO;2016;2;3;REGULAR;60;CONSOLIDADA;Presencial
57583491;1;21707;;61151;TÉCNICO;2016;2;50;REGULAR;36;CONSOLIDADA;Presencial
57583492;2;21707;;61151;TÉCNICO;2016;2;50;REGULAR;34;CONSOLIDADA;Presencial
57583493;1;21709;;18723;TÉCNICO;2016;2;20;REGULAR;36;CONSOLIDADA;Presencial
